"Номер заказа";"Номер отправления";"Дата создания заказа";"Дата отгрузки";"Статус";"Сумма отправления";"Наименование товара";"OZON id";"Артикул";"Итоговая стоимость товара";"Количество"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Опасная встреча""";"169834525";"M1255-det";"331.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Кубик Рубик""";"169834529";"M1261-det";"331.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Настольный футбол""";"169834532";"M1263-det";"331.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Я знаю, ты хочешь меня""";"169834579";"M1291-det";"331.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Зеленые человечики""";"169835105";"M1149-det";"331.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Микки Маус""";"169921080";"M1059-det";"331.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Яблочный взрыв""";"169921098";"M1058-det";"331.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Арбузное наслаждение""";"169938530";"M1046-det";"331.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Арбузная зебра""";"169969342";"M1055-det";"331.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"370.00";"Носки мужские 3D ""Баскетболист Коби Брайант""";"170707480";"429";"370.00";"1"
"14838194-0044";"14838194-0044-6";"2020-05-19 13:58:44";"2020-05-21 10:00:00";"Доставлен";"370.00";"Носки мужские 3D ""Майкл Джордан""";"170707481";"428";"370.00";"1"
"20064411-0074";"20064411-0074-4";"2020-05-19 13:13:53";"2020-05-21 10:00:00";"Доставлен";"299.00";"Арт носки ""Кинотеатр""";"169831056";"M1277";"299.00";"1"
"20064411-0074";"20064411-0074-4";"2020-05-19 13:13:53";"2020-05-21 10:00:00";"Доставлен";"299.00";"Арт носки ""Мега-бургер""";"169831872";"M1131";"299.00";"1"
"20064411-0074";"20064411-0074-4";"2020-05-19 13:13:53";"2020-05-21 10:00:00";"Доставлен";"299.00";"Арт носки ""Хот дог""";"170017696";"M1127";"299.00";"1"
"45208930-0001";"45208930-0001-1";"2020-05-19 09:28:38";"2020-05-21 10:00:00";"Доставлен";"331.00";"Арт носки ""Единорог на стиле""";"169832617";"M1184-det";"331.00";"1"
"42277273-0007";"42277273-0007-2";"2020-05-19 07:21:45";"2020-05-21 10:00:00";"Доставлен";"331.00";"Носки с принтом ""Авокадо""";"168720421";"101";"331.00";"1"
"41660056-0002";"41660056-0002-2";"2020-05-19 06:48:58";"2020-05-21 10:00:00";"Доставлен";"539.00";"Носки ""Авокадо набор""";"169387794";"390";"539.00";"1"
"12992768-0131";"12992768-0131-2";"2020-05-19 04:18:49";"2020-05-21 10:00:00";"Доставлен";"319.00";"Носки ""Весь мир""";"169099549";"257";"319.00";"1"
"25558624-0033";"25558624-0033-3";"2020-05-18 19:08:32";"2020-05-21 10:00:00";"Доставлен";"299.00";"Арт носки ""Спанч Боб""";"169830842";"M1078-det";"299.00";"1"
"36598031-0015";"36598031-0015-1";"2020-05-18 18:54:16";"2020-05-21 10:00:00";"Доставлен";"299.00";"Носки ""И мы счастливы""";"169099578";"246";"299.00";"1"
"18661754-0013";"18661754-0013-1";"2020-05-18 16:42:40";"2020-05-20 10:00:00";"Доставлен";"319.00";"Носки ""Конопля""";"169108914";"242";"319.00";"1"
"45806029-0002";"45806029-0002-3";"2020-05-18 14:39:12";"2020-05-20 10:00:00";"Доставлен";"339.00";"Арт носки ""Счастье в мелочах""";"169831385";"M1237";"339.00";"1"
"16980353-0040";"16980353-0040-2";"2020-04-16 17:39:43";"2020-04-20 10:00:00";"Отменен";"339.00";"Арт носки ""Человек паук""";"169834516";"M1247-det";"339.00";"1"
"18693779-0002";"18693779-0002-2";"2020-04-16 17:32:48";"2020-04-19 10:00:00";"Доставлен";"339.00";"Арт носки ""Щенки""";"169830942";"M1065-det";"339.00";"1"
"16980353-0039";"16980353-0039-2";"2020-04-16 15:12:35";"2020-04-20 10:00:00";"Отменен";"339.00";"Арт носки ""Человек паук""";"169834516";"M1247-det";"339.00";"1"
"25268027-0022";"25268027-0022-2";"2020-04-16 12:55:58";"2020-04-17 10:00:00";"Отменен";"299.00";"Носки ""Маленькая панда""";"169256377";"321";"299.00";"1"
"22266165-0012";"22266165-0012-6";"2020-04-16 11:54:21";"2020-04-19 10:00:00";"Доставлен";"339.00";"Арт носки ""Покемон Чармандеру""";"169834474";"M1208-det";"339.00";"1"
"22266165-0012";"22266165-0012-6";"2020-04-16 11:54:21";"2020-04-19 10:00:00";"Доставлен";"339.00";"Арт носки ""Покемон Бульбазавр""";"169834479";"M1207-det";"339.00";"1"
"28245553-0006";"28245553-0006-1";"2020-04-16 11:21:52";"2020-04-19 10:00:00";"Доставлен";"399.00";"Носки ""Женские""";"169038406";"147";"399.00";"1"
"37712030-0004";"37712030-0004-1";"2020-04-16 11:10:40";"2020-04-20 10:00:00";"Отменен";"319.00";"Носки ""Весь мир""";"169099549";"257";"319.00";"1"
"45221760-0003";"45221760-0003-2";"2020-04-16 09:02:46";"2020-04-18 10:00:00";"Отменен";"349.00";"Носки женские с надписью ""Не Беси""";"170321111";"406";"349.00";"1"
"19643869-0195";"19643869-0195-2";"2020-04-16 08:51:14";"2020-04-19 10:00:00";"Доставлен";"299.00";"Арт носки ""Мона Лиза - Леонардо""";"169831017";"M1037-det";"299.00";"1"
"04393738-0223";"04393738-0223-2";"2020-04-16 08:14:41";"2020-04-18 10:00:00";"Доставлен";"699.00";"Набор носков женский ""Тусовка единорожек""";"170321100";"410";"699.00";"1"
"45085034-0002";"45085034-0002-2";"2020-04-16 00:06:20";"2020-04-19 10:00:00";"Доставлен";"339.00";"Носки женские дизайнерские с принтом Арт. ""Миньоны""";"171473960";"441";"339.00";"1"
"30041553-0042";"30041553-0042-2";"2020-04-15 22:13:06";"2020-04-20 10:00:00";"Отменен";"329.00";"Носки женские с рисунком ""Завтрак""";"171975955";"445";"329.00";"1"
"21996470-0059";"21996470-0059-3";"2020-04-15 21:36:40";"2020-04-16 10:00:00";"Отменен";"299.00";"Носки ""Святая""";"169197599";"267";"299.00";"1"
"45426772-0001";"45426772-0001-2";"2020-04-15 16:24:05";"2020-04-18 10:00:00";"Отменен";"319.00";"Носки ""Авокадо""";"168797020";"125";"319.00";"1"
"37387245-0028";"37387245-0028-4";"2020-04-15 15:31:24";"2020-04-18 10:00:00";"Доставлен";"279.00";"Носки ""Лама-лама""";"169277337";"330";"279.00";"1"
"02743005-0001";"02743005-0001-3";"2020-04-15 14:54:24";"2020-04-18 10:00:00";"Доставлен";"339.00";"Носки ""Текила-Лимон""";"168720411";"100";"339.00";"1"
"27975288-0009";"27975288-0009-3";"2020-04-15 14:48:36";"2020-04-18 10:00:00";"Доставлен";"339.00";"Арт носки ""Спанч Боб""";"169830842";"M1078-det";"339.00";"1"
"27975288-0009";"27975288-0009-3";"2020-04-15 14:48:36";"2020-04-18 10:00:00";"Доставлен";"339.00";"Арт носки ""Сквидвард""";"169830882";"M1146-det";"339.00";"1"
"14838194-0033";"14838194-0033-1";"2020-04-15 13:47:00";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Капитан Америка""";"169832652";"M1242-det";"339.00";"1"
"14838194-0033";"14838194-0033-1";"2020-04-15 13:47:00";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Настольный футбол""";"169834532";"M1263-det";"339.00";"1"
"14838194-0033";"14838194-0033-1";"2020-04-15 13:47:00";"2020-04-21 10:00:00";"Отменен";"379.00";"Носки мужские 3D ""Баскетболист Коби Брайант""";"170707480";"429";"379.00";"1"
"14838194-0033";"14838194-0033-1";"2020-04-15 13:47:00";"2020-04-21 10:00:00";"Отменен";"339.00";"Носки женские дизайнерские с принтом Арт. ""Миньоны""";"171473960";"441";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Носки с принтом ""Авокадо""";"168720421";"101";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"319.00";"Носки ""Ананасы""";"168914645";"178";"319.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"359.00";"Носки ""Капельки""";"169256362";"329";"359.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Микки маус""";"169830840";"M1074-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Авокадо""";"169831152";"M1319";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Зеленые человечики""";"169832594";"M1150-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Катусовое поле""";"169832609";"M1170-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Рик Энштейн""";"169834486";"M1221-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""R2-D2""";"169834491";"M1217-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Человек паук""";"169834516";"M1247-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Супер мэн""";"169834517";"M1246-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Кубик Рубик""";"169834529";"M1261-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Зеленые человечики""";"169835105";"M1149-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Микки Маус""";"169921080";"M1059-det";"339.00";"1"
"14838194-0032";"14838194-0032-3";"2020-04-15 13:16:25";"2020-04-21 10:00:00";"Отменен";"339.00";"Арт носки ""Арбузное наслаждение""";"169938530";"M1046-det";"339.00";"1"
"44997979-0013";"44997979-0013-3";"2020-04-15 12:23:14";"2020-04-18 10:00:00";"Доставлен";"339.00";"Носки ""Без лука""";"169334626";"375";"339.00";"1"
"23770947-0011";"23770947-0011-5";"2020-04-10 18:58:23";"2020-04-12 10:00:00";"Отменен";"517.00";"Носки женские в комплекте ""Отвали ваще""";"170321101";"409";"517.00";"1"
"30018052-0010";"30018052-0010-1";"2020-04-10 15:47:55";"2020-04-12 10:00:00";"Отменен";"339.00";"Носки женские дизайнерские с принтом Арт. ""Рик""";"171473971";"440";"339.00";"1"
"32991582-0005";"32991582-0005-4";"2020-04-10 15:00:00";"2020-04-11 10:00:00";"Доставлен";"295.00";"Носки ""Арбуз""";"168797000";"139";"295.00";"1"
"32991582-0005";"32991582-0005-4";"2020-04-10 15:00:00";"2020-04-11 10:00:00";"Доставлен";"313.00";"Арт носки ""Арбузная зебра""";"169917457";"M1055";"313.00";"1"
"11036729-0022";"11036729-0022-5";"2020-04-10 14:07:37";"2020-04-12 10:00:00";"Отменен";"304.00";"Носки ""Спаси одинокий банан""";"169038335";"222";"304.00";"1"
"04393738-0222";"04393738-0222-3";"2020-04-10 13:27:17";"2020-04-14 10:00:00";"Отменен";"646.00";"Набор носков женский ""Тусовка единорожек""";"170321100";"410";"646.00";"1"
"02392502-0105";"02392502-0105-3";"2020-04-10 12:50:47";"2020-04-11 10:00:00";"Доставлен";"295.00";"Носки ""Арбуз""";"168796935";"155";"295.00";"1"
"02392502-0105";"02392502-0105-3";"2020-04-10 12:50:47";"2020-04-11 10:00:00";"Доставлен";"295.00";"Носки ""Лягушка""";"168796976";"143";"295.00";"1"
"11345193-0007";"11345193-0007-2";"2020-04-10 12:12:07";"2020-04-11 10:00:00";"Доставлен";"313.00";"Арт носки ""Марвел Железный человек""";"170501055";"M1015-det";"313.00";"1"
"38406107-0009";"38406107-0009-3";"2020-04-10 10:57:08";"2020-04-11 10:00:00";"Доставлен";"295.00";"Носки ""Пчелиная прогулка""";"169293102";"343";"295.00";"1"
"14584491-0130";"14584491-0130-3";"2020-04-10 10:00:43";"2020-04-12 10:00:00";"Отменен";"299.00";"Арт носки ""Сладкий пончик""";"169830890";"M1133-det";"299.00";"1"
"14584491-0130";"14584491-0130-3";"2020-04-10 10:00:43";"2020-04-12 10:00:00";"Отменен";"299.00";"Арт носки ""Цветная банда""";"169830952";"M1063-det";"299.00";"1"
"14584491-0130";"14584491-0130-3";"2020-04-10 10:00:43";"2020-04-12 10:00:00";"Отменен";"299.00";"Арт носки ""Сквидвард""";"169831023";"M1034-det";"299.00";"1"
"14584491-0130";"14584491-0130-3";"2020-04-10 10:00:43";"2020-04-12 10:00:00";"Отменен";"299.00";"Арт носки ""Кубик Рубик""";"169834529";"M1261-det";"299.00";"1"
"43306803-0001";"43306803-0001-3";"2020-04-10 08:14:31";"2020-04-11 10:00:00";"Доставлен";"313.00";"Арт носки ""Питбуль""";"169831886";"M1114";"313.00";"1"
"31904631-0001";"31904631-0001-3";"2020-04-09 21:39:15";"2020-04-10 10:00:00";"Доставлен";"322.00";"Носки женские с надписью ""Не Беси""";"170321111";"406";"322.00";"1"
"30590990-0005";"30590990-0005-3";"2020-04-09 21:14:10";"2020-04-10 10:00:00";"Доставлен";"304.00";"Носки""Депрессия""";"169198488";"281";"304.00";"1"
"37516206-0013";"37516206-0013-2";"2020-04-09 18:26:18";"2020-04-15 10:00:00";"Отменен";"267.00";"Носки ""Капитан Америка""";"169256379";"319";"267.00";"1"
"35601641-0012";"35601641-0012-2";"2020-04-09 17:56:08";"2020-04-11 10:00:00";"Доставлен";"295.00";"Носки с надписью";"169197597";"282";"295.00";"1"
"09372527-0111";"09372527-0111-3";"2020-04-09 17:29:28";"2020-04-11 10:00:00";"Отменен";"313.00";"Арт носки ""Арбузное наслаждение""";"169938530";"M1046-det";"313.00";"1"
"44170564-0002";"44170564-0002-3";"2020-04-09 16:43:45";"2020-04-11 10:00:00";"Доставлен";"295.00";"Носки ""Патрик Стар""";"169198509";"271";"295.00";"1"
"12450197-0007";"12450197-0007-20";"2020-04-09 15:15:13";"2020-04-11 10:00:00";"Отменен";"313.00";"Арт носки ""Рик и Морти""";"169832615";"M1173-det";"313.00";"1"
"35999363-0009";"35999363-0009-3";"2020-04-09 12:55:51";"2020-04-11 10:00:00";"Доставлен";"313.00";"Женские дизайнерские носки с принтом Арт. ""Хочу вино""";"170771378";"434";"313.00";"1"
"16025657-0026";"16025657-0026-3";"2020-04-09 11:51:07";"2020-04-11 10:00:00";"Отменен";"626.00";"Арт носки ""Бременские музыканты""";"169831411";"M1075";"313.00";"2"
"43796633-0002";"43796633-0002-3";"2020-04-09 08:12:19";"2020-04-11 10:00:00";"Доставлен";"339.00";"Носки женские дизайнерские с принтом Арт. ""Рик""";"171473971";"440";"339.00";"1"
"17163902-0072";"17163902-0072-3";"2020-04-09 07:43:46";"2020-04-11 10:00:00";"Доставлен";"277.00";"Носки ""Женские""";"169038406";"147";"277.00";"1"
"17531210-0020";"17531210-0020-2";"2020-04-09 07:20:56";"2020-04-14 10:00:00";"Отменен";"313.00";"Арт носки ""Космический путешественник""";"169830919";"M1022-det";"313.00";"1"
"17531210-0020";"17531210-0020-2";"2020-04-09 07:20:56";"2020-04-14 10:00:00";"Отменен";"313.00";"Арт носки ""Звездный пейзаж""";"169831142";"M1002-det";"313.00";"1"
